HOG	OG	Gene Tree Parent Clade	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
N9.HOG0000000	OG0000001	n26			LOC115258813|XP_029715105.1|AEAL																																		
N9.HOG0000001	OG0000001	n180			LOC115265134|XP_029725237.1|AEAL, LOC115259347|XP_029715740.1|AEAL, LOC115259595|XP_029716176.1|AEAL																																		
N9.HOG0000002	OG0000001	n184			LOC115268193|XP_029732105.1|AEAL																																		
N9.HOG0000003	OG0000001	n268			LOC115266839|XP_029729303.1|AEAL, LOC109406607|XP_019535244.2|AEAL, LOC109400564|XP_019528597.2|AEAL, LOC109404313|XP_029722627.1|AEAL																																		
N9.HOG0000004	OG0000001	n422			LOC115261991|XP_029719785.1|AEAL																																		
N9.HOG0000005	OG0000001	n444			LOC115256684|XP_029711456.1|AEAL																																		
N9.HOG0000006	OG0000001	n450			LOC109623019|XP_029710293.1|AEAL, LOC115269400|XP_029733938.1|AEAL																																		
N9.HOG0000007	OG0000001	n457			LOC109422104|XP_029710301.1|AEAL																																		
N9.HOG0000008	OG0000001	n471			LOC115268913|XP_029732984.1|AEAL, LOC115266749|XP_029729152.1|AEAL, LOC115264723|XP_029724605.1|AEAL																																		
N9.HOG0000009	OG0000001	n474			LOC115257858|XP_029713675.1|AEAL, LOC115254420|XP_029707769.1|AEAL																																		
N9.HOG0000010	OG0000001	n477			LOC115269388|XP_029733924.1|AEAL, LOC109622039|XP_029729050.1|AEAL, LOC115261584|XP_029719346.1|AEAL, LOC109405551|XP_019534182.2|AEAL, LOC115256176|XP_029710296.1|AEAL, LOC109426131|XP_029734345.1|AEAL																																		
N9.HOG0000011	OG0000001	n485			LOC115262999|XP_029721807.1|AEAL, LOC115256498|XP_029711026.1|AEAL																																		
N9.HOG0000012	OG0000001	n491			LOC115255519|XP_029709507.1|AEAL, LOC115268963|XP_029733077.1|AEAL																																		
N9.HOG0000013	OG0000001	n494			LOC115258904|XP_029715227.1|AEAL, LOC115265164|XP_029725288.1|AEAL, LOC115268831|XP_029732866.1|AEAL																																		
N9.HOG0000014	OG0000001	n511			LOC115268669|XP_029732641.1|AEAL, LOC115268100|XP_029731982.1|AEAL																																		
N9.HOG0000015	OG0000001	n512			LOC115255489|XP_029709475.1|AEAL, LOC115261988|XP_029719780.1|AEAL																																		
N9.HOG0000016	OG0000001	n526			LOC109398938|XP_029729633.1|AEAL																																		
N9.HOG0000017	OG0000001	n566			LOC115265076|XP_029725147.1|AEAL																																		
N9.HOG0000018	OG0000001	n569			LOC115270984|XP_029736215.1|AEAL																																		
N9.HOG0000019	OG0000001	n583			LOC115265135|XP_029725238.1|AEAL, LOC115257038|XP_029712150.1|AEAL, LOC115260532|XP_029717306.1|AEAL, LOC115260537|XP_029717310.1|AEAL, LOC115259910|XP_029716566.1|AEAL																																		
N9.HOG0000020	OG0000001	n638			LOC115256725|XP_029711525.1|AEAL																																		
N9.HOG0000021	OG0000001	n642			LOC115268205|XP_029732120.1|AEAL, LOC115262799|XP_029721549.1|AEAL																																		
N9.HOG0000022	OG0000001	n646			LOC115263370|XP_029722527.1|AEAL																																		
N9.HOG0000023	OG0000001	n666			LOC115254876|XP_029708423.1|AEAL, LOC115257801|XP_029713614.1|AEAL, LOC115268197|XP_029732110.1|AEAL																																		
N9.HOG0000024	OG0000001	n669			LOC115261516|XP_029719137.1|AEAL																																		
N9.HOG0000025	OG0000001	n671			LOC115271064|XP_029736362.1|AEAL																																		
N9.HOG0000026	OG0000001	n716			LOC115257059|XP_029712178.1|AEAL, LOC115266193|XP_029728020.1|AEAL, LOC115267598|XP_029730563.1|AEAL, LOC109398597|XP_029729814.1|AEAL, LOC115262790|XP_029721536.1|AEAL, LOC115263536|XP_029722631.1|AEAL, LOC115260919|XP_029718140.1|AEAL, LOC115268204|XP_029732116.1|AEAL, LOC115270912|XP_029736109.1|AEAL, LOC115255462|XP_029709446.1|AEAL, LOC115261307|XP_029718578.1|AEAL, LOC115259747|XP_029716391.1|AEAL, LOC115260526|XP_029717300.1|AEAL, LOC115269607|XP_029734288.1|AEAL																																		
N9.HOG0000027	OG0000002	n287	LOC5568253|XP_001657952.2|AAEG		LOC115267447|XP_029730304.1|AEAL																																		
N9.HOG0000028	OG0000002	n304	LOC5566117|XP_021695405.1|AAEG, LOC110677651|XP_021704240.1|AAEG																																				
N9.HOG0000029	OG0000002	n306	LOC5571893|XP_001653803.1|AAEG																																				
N9.HOG0000030	OG0000002	n316	LOC5570871|XP_001659383.2|AAEG		LOC109408162|XP_019536944.2|AEAL, LOC109411104|XP_019540095.2|AEAL																																		
